"Additional file 5. COGs present in E. faecium and absent from E. faecalis",
,
,,,"EfmE980_2670","EfmE1039_1970","EfmE1071_0921","EfmE1162_1705","EfmE1636_2607","EfmE1679_1700","EfmU0317_2866"
"COG3861","S","Uncharacterized protein conserved in bacteria","EfmE980_1907","EfmE1039_0740","EfmE1071_2443","EfmE1162_1263","EfmE1636_0605","EfmE1679_2543","EfmU0317_1176"
"COG3940","R","Predicted beta-xylosidaseb","EfmE980_1212","EfmE1039_0663","EfmE1071_0494","EfmE1162_1650","EfmE1636_0399","EfmE1679_1993","EfmU0317_2372"
"COG3944","M","Capsular polysaccharide biosynthesis protein","EfmE980_1397","EfmE1039_0619","EfmE1071_1424","EfmE1162_0219","EfmE1636_2382","EfmE1679_2050","EfmU0317_2293"
"COG3957","G","Phosphoketolase","EfmE980_0405","EfmE1039_1962","EfmE1071_0533","EfmE1162_0850","EfmE1636_0055","EfmE1679_1585","EfmU0317_0985"
"COG3981","R","Predicted acetyltransferase","EfmE980_1685","EfmE1039_0297","EfmE1071_1362","EfmE1162_2618","EfmE1636_1949","EfmE1679_0171","EfmU0317_2774"
"COG4186","R","Predicted phosphoesterase or phosphohydrolase","EfmE980_1052","EfmE1039_1123","EfmE1071_1829","EfmE1162_2186","EfmE1636_1132","EfmE1679_0555","EfmU0317_2133"
"COG4189","K","Predicted transcriptional regulator","EfmE980_1211","EfmE1039_0655","EfmE1071_0501","EfmE1162_1643","EfmE1636_0392","EfmE1679_2001","EfmU0317_2379"
"COG4213","G","ABC-type xylose transport system, periplasmic componentb","EfmE980_1725","EfmE1039_0254","EfmE1071_2140","EfmE1162_2460","EfmE1636_1991","EfmE1679_0318 ","EfmU0317_2730"
"COG4214","G","ABC-type xylose transport system, permease componentb","EfmE980_1722","EfmE1039_0256","EfmE1071_2142","EfmE1162_2458","EfmE1636_1989","EfmE1679_0320","EfmU0317_2732"
"COG4548","P","Nitric oxide reductase activation protein","EfmE980_0753","EfmE1039_0732","EfmE1071_2451","EfmE1162_1271","EfmE1636_1295","EfmE1679_2769","EfmU0317_0204"
"COG4821","R","Uncharacterized protein containing SIS (Sugar ISomerase) phosphosugar binding domain","EfmE980_0946","EfmE1039_0315","EfmE1071_0352","EfmE1162_1752","EfmE1636_1915","EfmE1679_2633","EfmU0317_0700"
"COG4832","S","Uncharacterized conserved protein","EfmE980_1184","EfmE1039_0111","EfmE1071_0055","EfmE1162_2230","EfmE1636_0029","EfmE1679_0253","EfmU0317_2809"
"COG4868","S","Uncharacterized protein conserved in bacteria","EfmE980_0740","EfmE1039_0145","EfmE1071_2463","EfmE1162_0354","EfmE1636_1306","EfmE1679_2757","EfmU0317_0192"
"COG4990","S","Uncharacterized protein conserved in bacteria","EfmE980_2292","EfmE1039_1365","EfmE1071_2321","EfmE1162_0672","EfmE1636_0140","EfmE1679_0157","EfmU0317_1891"
"COG5434","M","Endopolygalacturonase","EfmE980_0895","EfmE1039_2497","EfmE1071_1007","EfmE1162_0561","EfmE1636_0459","EfmE1679_0359","EfmU0317_1537"
"COG5521","S","Predicted integral membrane protein","EfmE980_0727","EfmE1039_0157","EfmE1071_2475","EfmE1162_0366","EfmE1636_1318","EfmE1679_2745","EfmU0317_1756"
,,,,,,,,
"a The one-letter codes represent the following COG functional categories: J: translation, ribosomal structure and biogenesis; K: transcription; L: replication, recombination and repair; D: cell cycle control, cell division, chromosome partitioning; V: defense mechanisms; T: signal transduction mechanisms; M: cell wall/membrane/envelope biogenesis; N: cell motility; U: intracellular trafficking, secretion, and vesicular transport; O: posttranslational modification, protein turnover; chaperones; P: inorganic ion transport and metabolism; C: energy production and conversion; G: carbohydrate transport and metabolism; E: amino acid transport and metabolism; F: nucleotide transport and metabolism; H: coenzyme transport and metabolism; I: lipid transport and metabolism; Q: secondary metabolites biosynthesis, transport and catabolism; R: general function prediction only; S: function unknown.",,,,,,,,,
"b The annotation of COG3940, COG4213 and COG4214 suggests an involvement of these proteins in uptake and metabolism of the pentose sugar xylose. However, of the sequenced strains only E1636 can use D-xylose as carbon source (data not shown) so the annotation of this COG is probably incorrect. BLAST analysis of the E. faecium proteins suggests a role in the uptake and metabolism of the pentose sugar arabinose. ",,,,,,,,,

